timestamp,date,time,pid,user,workspace,ip,client,command,args,file_path,nb_files,project,file_ext,duration_s,lapse_s,mem_cmd_mb,mem_proc_mb,rpc_in,rpc_out,db_read_locks,db_write_locks,rows_get,rows_pos,rows_scan,rows_put,rows_del
2026-04-26 22:38:46,2026-04-26,22:38:46,14612,jaapril,Jaapril_LAPTOP-2O6JSN7Q_7182,67.230.159.237,UE/v91,user-diff,-f -sa F:/pforce 2/20261_NAND168_N12_Equipe01/TP3_Ville Japonaise/TP_03_Ville_japonais/Content/test_HLOD0_Instancing.uasset#have F:/pforce 2/20261_NAND168_N12_Equipe01/TP3_Ville Japonaise/TP_..._ExternalActors__/test/5/1A/VUP29XOSGVTBSEE7DBRMJV.uasset#have F:/pforce 2/20261_NAND168_N12_Equipe01/TP3_Ville Japonaise/TP_..._ExternalActors__/test/4/G4/X7NZ7V1S4AYJ2X4FPS18PR.uasset#have (64) F:/pforce 2/20261_NAND168_N12_Equipe01/TP3_Ville Japonaise/TP_03_Ville_japonais/Content/test.umap#have,"[""F:/pforce 2/20261_NAND168_N12_Equipe01/TP3_Ville Japonaise/TP_03_Ville_japonais/Content/test_HLOD0_Instancing.uasset#have"",""F:/pforce 2/20261_NAND168_N12_Equipe01/TP3_Ville Japonaise/TP_..._ExternalActors__/test/5/1A/VUP29XOSGVTBSEE7DBRMJV.uasset#have"",""F:/pforce 2/20261_NAND168_N12_Equipe01/TP3_Ville Japonaise/TP_..._ExternalActors__/test/4/G4/X7NZ7V1S4AYJ2X4FPS18PR.uasset#have (64)"",""F:/pforce 2/20261_NAND168_N12_Equipe01/TP3_Ville Japonaise/TP_03_Ville_japonais/Content/test.umap#have""]",4,20261_NAND168_N12_Equipe01,"[""uasset"",""umap""]",0.031,.031,,,0,0,5,2,3,2,8,2,0
2026-04-26 22:45:06,2026-04-26,22:45:06,10604,etardif4,etower_tp5_design,72.136.118.120,P4V/NTX64/2025.3/2828229/v98,user-add,-f -I -n c:\Users\emile\Desktop\Perforce\etower_tp5_design\20261_NAD_NAND158_TP5\TP5\Team1\BuildFinal\ReadMe.txt,"[""c:\\Users\\emile\\Desktop\\Perforce\\etower_tp5_design\\20261_NAD_NAND158_TP5\\TP5\\Team1\\BuildFinal\\ReadMe.txt""]",1,20261_NAD_NAND158_TP5,txt,0.156,.156,11,11,0,0,11,2,3,7,265,2,0
2026-04-26 22:45:07,2026-04-26,22:45:07,10904,ajvilliard,ajvilliard_bromontnew,142.116.223.170,UE/v91,user-diff,-f -sa D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/ElvenForestCity/Levels/L_ElvenForestCity_Lumen_NoRTX.umap#have D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/Elve...sh/Exterior_Construction/SM_Support_Pillar_Grouped.uasset#have D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/Elve...tCity/Mesh/Foliage/Pine_Trees/SM_Pine_Tree_Bare_04.uasset#have (18) D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/ElvenForestCity/Mesh/Foliage/Pine_Trees/SM_BigTree_09.uasset#have,"[""D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/ElvenForestCity/Levels/L_ElvenForestCity_Lumen_NoRTX.umap#have"",""D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/Elve...sh/Exterior_Construction/SM_Support_Pillar_Grouped.uasset#have"",""D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/Elve...tCity/Mesh/Foliage/Pine_Trees/SM_Pine_Tree_Bare_04.uasset#have (18)"",""D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/ElvenForestCity/Mesh/Foliage/Pine_Trees/SM_BigTree_09.uasset#have""]",4,Enseignement,"[""umap"",""uasset""]",0.031,.031,,,0,0,5,2,3,2,28,2,0
2026-04-26 22:45:12,2026-04-26,22:45:12,12340,ajvilliard,ajvilliard_bromontnew,142.116.223.170,UE/v91,user-diff,-f -sa C:/Program Files/Epic Games/UE_5.6/Engine/Content/EngineResources/WhiteSquareTexture.uasset#have C:/Program Files/Epic Games/UE_5.6/Engine/Content/EngineResources/GradientTexture0.uasset#have C:/Program Files/Epic Games/UE_5.6/Engine/Content/EngineResources/Black.uasset#have C:/Program Files/Epic Games/UE_5.6/Engine/Content/EditorResources/S_Actor.uasset#have (7896) C:/Program Files/Epic Games/UE_5.6/Engine/Plugins/Fab/Content/Data/FabEos.uasset#have,"[""C:/Program Files/Epic Games/UE_5.6/Engine/Content/EngineResources/WhiteSquareTexture.uasset#have"",""C:/Program Files/Epic Games/UE_5.6/Engine/Content/EngineResources/GradientTexture0.uasset#have"",""C:/Program Files/Epic Games/UE_5.6/Engine/Content/EngineResources/Black.uasset#have"",""C:/Program Files/Epic Games/UE_5.6/Engine/Content/EditorResources/S_Actor.uasset#have (7896)"",""C:/Program Files/Epic Games/UE_5.6/Engine/Plugins/Fab/Content/Data/FabEos.uasset#have""]",5,UE_5.6,uasset,1.79,1.79,20,20,0,0,27,2,3,86,152,2,0
2026-04-26 22:45:31,2026-04-26,22:45:31,15016,ajvilliard,ajvilliard_bromontnew,142.116.223.170,UE/v91,user-diff,-f -sa C:/Program Files/Epic Games/UE_5.6/Engine/Content/EngineResources/WhiteSquareTexture.uasset#have C:/Program Files/Epic Games/UE_5.6/Engine/Content/EngineResources/GradientTexture0.uasset#have C:/Program Files/Epic Games/UE_5.6/Engine/Content/EngineResources/Black.uasset#have C:/Program Files/Epic Games/UE_5.6/Engine/Content/EditorResources/S_Actor.uasset#have (7896) C:/Program Files/Epic Games/UE_5.6/Engine/Plugins/Fab/Content/Data/FabEos.uasset#have,"[""C:/Program Files/Epic Games/UE_5.6/Engine/Content/EngineResources/WhiteSquareTexture.uasset#have"",""C:/Program Files/Epic Games/UE_5.6/Engine/Content/EngineResources/GradientTexture0.uasset#have"",""C:/Program Files/Epic Games/UE_5.6/Engine/Content/EngineResources/Black.uasset#have"",""C:/Program Files/Epic Games/UE_5.6/Engine/Content/EditorResources/S_Actor.uasset#have (7896)"",""C:/Program Files/Epic Games/UE_5.6/Engine/Plugins/Fab/Content/Data/FabEos.uasset#have""]",5,UE_5.6,uasset,0.609,.609,20,20,0,0,27,2,3,86,152,2,0
2026-04-26 22:48:02,2026-04-26,22:48:02,10352,ajvilliard,ajvilliard_bromontnew,142.116.223.170,UE/v91,user-diff,-f -sa D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/ElvenForestCity/Levels/L_ElvenForestCity_Lumen_NoRTX.umap#have D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/Elve...sh/Exterior_Construction/SM_Support_Pillar_Grouped.uasset#have D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/Elve...tCity/Mesh/Foliage/Pine_Trees/SM_Pine_Tree_Bare_04.uasset#have (18) D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/ElvenForestCity/Mesh/Foliage/Pine_Trees/SM_BigTree_09.uasset#have,"[""D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/ElvenForestCity/Levels/L_ElvenForestCity_Lumen_NoRTX.umap#have"",""D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/Elve...sh/Exterior_Construction/SM_Support_Pillar_Grouped.uasset#have"",""D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/Elve...tCity/Mesh/Foliage/Pine_Trees/SM_Pine_Tree_Bare_04.uasset#have (18)"",""D:/Enseignement/Session 4 - NAD/Projet04/Projet04/Content/ElvenForestCity/Mesh/Foliage/Pine_Trees/SM_BigTree_09.uasset#have""]",4,Enseignement,"[""umap"",""uasset""]",0.032,.032,,,0,0,5,2,3,2,28,2,0
2026-04-26 22:35:55,2026-04-26,22:35:55,9808,ecloutier1,F_TP5_DesignTeam5,24.225.248.28,UE/v91,user-edit,F:/UQAC/Cours/Mes_Projets/1/Design/TP5/20261_NAD_NAND158_TP5/TP5/Team5/Content/Niveaux/Persistent_Level.umap,"[""F:/UQAC/Cours/Mes_Projets/1/Design/TP5/20261_NAD_NAND158_TP5/TP5/Team5/Content/Niveaux/Persistent_Level.umap""]",1,20261_NAD_NAND158_TP5,umap,1108.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:34:23,2026-04-26,22:34:23,8372,mphelep,mphelep_perforce_home,135.0.228.219,P4V/NTX64/2025.4/2886649/v99,user-sync,d:\perforce home\20261_NAD_NAND168_N11_Equipe-01\...#head,"[""d:\\perforce home\\20261_NAD_NAND168_N11_Equipe-01\\...#head""]",1,20261_NAD_NAND168_N11_Equipe-01,,1200.0,1108,11,11,0,0,11,1101,1101,18,2559,1101,0
2026-04-26 22:32:54,2026-04-26,22:32:54,8880,lchasse1,lchasse1_TheLure,45.73.120.40,P4V/NTX64/2025.3/2851897/v98,user-sync,//20253_NAD_NAND302_Argent/TheLure_H26/...#head,"[""//20253_NAD_NAND302_Argent/TheLure_H26/...#head""]",1,20253_NAD_NAND302_Argent,,1289.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:34:38,2026-04-26,22:34:38,14156,vgenest,vgenest02,70.80.5.56,UE/v91,user-edit,D:/Perforce/20261_NAD_NAND124_TP2_SC-E/CinematiqueSonara/Content/Sequencer/LS_Introduction_Character.uasset,"[""D:/Perforce/20261_NAD_NAND124_TP2_SC-E/CinematiqueSonara/Content/Sequencer/LS_Introduction_Character.uasset""]",1,20261_NAD_NAND124_TP2_SC-E,uasset,1185.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:36:03,2026-04-26,22:36:03,11152,wpak,ValJalbertWilliam,135.0.249.2,UE/v91,user-delete,C:/Users/willi/Perforce/ValJalbertWilliam/20253_NAD_7ART804_ValJalbert/UE/ValJalbert_01/Content/_ValJalbert/Meshes/Objet/SM_Cuillere_02.uasset,"[""C:/Users/willi/Perforce/ValJalbertWilliam/20253_NAD_7ART804_ValJalbert/UE/ValJalbert_01/Content/_ValJalbert/Meshes/Objet/SM_Cuillere_02.uasset""]",1,20253_NAD_7ART804_ValJalbert,uasset,1100.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:35:31,2026-04-26,22:35:31,3948,sbelisle5,sbelisle5_Disque_C,172.16.94.20,UE/v91,user-edit,C:/Users/sbelisle5/Perforce/20261_NAD_NAND158_TP5/TP5/Team5/Content/_Blueprints/BP_FallToYourDeath.uasset C:/Users/sbelisle5/Perforce/20261_NAD_NAND158_TP5/TP5/Team5/Content/_Blueprints/Lvl2/BP_Platforms.uasset C:/Users/sbelisle5/Perforce/20261_NAD_NAND158_TP5/TP5/Team5/Content/Niveaux/Niveau2.umap,"[""C:/Users/sbelisle5/Perforce/20261_NAD_NAND158_TP5/TP5/Team5/Content/_Blueprints/BP_FallToYourDeath.uasset"",""C:/Users/sbelisle5/Perforce/20261_NAD_NAND158_TP5/TP5/Team5/Content/_Blueprints/Lvl2/BP_Platforms.uasset"",""C:/Users/sbelisle5/Perforce/20261_NAD_NAND158_TP5/TP5/Team5/Content/Niveaux/Niveau2.umap""]",3,20261_NAD_NAND158_TP5,"[""uasset"",""umap""]",1132.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:46:03,2026-04-26,22:46:03,11760,yfoster,ProtoProjects_Workspace,184.161.199.158,UE/v91,user-edit,F:/NAD_Semester4/Proto/20261_NAD_NAND169_N11_Sandbox/TP4/Equipe_TheBigBacks/CastleDefenderz/Content/Variant_TwinStick/LVL_TwinStick.umap,"[""F:/NAD_Semester4/Proto/20261_NAD_NAND169_N11_Sandbox/TP4/Equipe_TheBigBacks/CastleDefenderz/Content/Variant_TwinStick/LVL_TwinStick.umap""]",1,20261_NAD_NAND169_N11_Sandbox,umap,500.0,1200,23,23,0,0,12,1191,1192,14,21348,1191,0
2026-04-26 22:42:18,2026-04-26,22:42:18,1136,mblanche2,S2_Cinematique_tp3,76.71.247.190,UE/v91,user-add,D:/s2/cinem/TP3/20261_NAD_NAND124_TP2-SC-G/scene_cinematique/Content/Basic_Scene/Animation_clip/Door_01.uasset,"[""D:/s2/cinem/TP3/20261_NAD_NAND124_TP2-SC-G/scene_cinematique/Content/Basic_Scene/Animation_clip/Door_01.uasset""]",1,20261_NAD_NAND124_TP2-SC-G,uasset,725.0,980,12,12,0,0,6,2,4,14,32,2,0
2026-04-26 22:38:43,2026-04-26,22:38:43,7876,jcgibanez,Cinematique_Modeling,144.172.223.228,UE/v91,user-add,I:/Perforce_SessionH2026V2/20261_NAD_NAND124_TP2-SC-B/TP3_Cinematique/Content/Meshes/SM_Pablo/BigBell.uasset,"[""I:/Perforce_SessionH2026V2/20261_NAD_NAND124_TP2-SC-B/TP3_Cinematique/Content/Meshes/SM_Pablo/BigBell.uasset""]",1,20261_NAD_NAND124_TP2-SC-B,uasset,940.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:40:49,2026-04-26,22:40:49,12200,rbahloul2,RitaPC,173.178.182.132,UE/v91,user-delete,E:/perforce/RITA/20261_NAD_NAND169_N11_Sandbox/TP4/Equipe_CroquetteSeche/Projet_RitaB_HugoF_ClaraC/Content/TP4_RitaB_HugoF_ClaraC/Blueprint/BP_NPC_01.uasset,"[""E:/perforce/RITA/20261_NAD_NAND169_N11_Sandbox/TP4/Equipe_CroquetteSeche/Projet_RitaB_HugoF_ClaraC/Content/TP4_RitaB_HugoF_ClaraC/Blueprint/BP_NPC_01.uasset""]",1,20261_NAD_NAND169_N11_Sandbox,uasset,814.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:41:16,2026-04-26,22:41:16,12304,mmiller2,mmiller2_DESKTOP-2GRGMU1_7819,209.107.124.34,UE/v91,user-edit,I:/Mali_3D/Unreaal_TP_01/20261_NAND168_N12_Equipe04/TP3/TP3_Diorama/TP3_Diorama/Content/__ExternalActors__/Level/TP3_Partition_Diorama/1/OJ/QXMUBVVM03LB3XMGNBK9US.uasset I:/Mali_3D/Unreaal_TP_01/20261_NAND168_N12_Equipe04/TP3/TP3_Diorama/TP3_Diorama/Content/__ExternalActors__/Level/TP3_Partition_Diorama/3/8U/K2OEJESH5Z9G6FFDFYZRP9.uasset I:/Mali_3D/Unreaal_TP_01/20261_NAND168_N12_Equipe04/TP3/TP3_Diorama/TP3_Diorama/Content/__ExternalActors__/Level/TP3_Partition_Diorama/8/OB/YMETLG16ZH0KG615ZMMUKA.uasset,"[""I:/Mali_3D/Unreaal_TP_01/20261_NAND168_N12_Equipe04/TP3/TP3_Diorama/TP3_Diorama/Content/__ExternalActors__/Level/TP3_Partition_Diorama/1/OJ/QXMUBVVM03LB3XMGNBK9US.uasset"",""I:/Mali_3D/Unreaal_TP_01/20261_NAND168_N12_Equipe04/TP3/TP3_Diorama/TP3_Diorama/Content/__ExternalActors__/Level/TP3_Partition_Diorama/3/8U/K2OEJESH5Z9G6FFDFYZRP9.uasset"",""I:/Mali_3D/Unreaal_TP_01/20261_NAND168_N12_Equipe04/TP3/TP3_Diorama/TP3_Diorama/Content/__ExternalActors__/Level/TP3_Partition_Diorama/8/OB/YMETLG16ZH0KG615ZMMUKA.uasset""]",3,20261_NAND168_N12_Equipe04,uasset,787.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:46:19,2026-04-26,22:46:19,13096,ajvilliard,ajvilliard_bromontnew,142.116.223.170,UE/v91,user-add,D:/newPerforce/20261_NAD_NAND204_Eclairage/Projets/Projet 04/Projet04/Content/ElvenForestCity/Materials/Master_Materials/MM_smoke_subUV_Low_Emissive_03.uasset,"[""D:/newPerforce/20261_NAD_NAND204_Eclairage/Projets/Projet 04/Projet04/Content/ElvenForestCity/Materials/Master_Materials/MM_smoke_subUV_Low_Emissive_03.uasset""]",1,20261_NAD_NAND204_Eclairage,uasset,485.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:45:06,2026-04-26,22:45:06,10604,etardif4,etower_tp5_design,72.136.118.120,P4V/NTX64/2025.3/2828229/v98,user-add,-d -c default C:\Users\emile\Desktop\Perforce\etower_tp5_design\20261_NAD_NAND158_TP5\TP5\Team1\BuildFinal\ReadMe.txt,"[""C:\\Users\\emile\\Desktop\\Perforce\\etower_tp5_design\\20261_NAD_NAND158_TP5\\TP5\\Team1\\BuildFinal\\ReadMe.txt""]",1,20261_NAD_NAND158_TP5,txt,557.0,1058,11,11,0,0,5,1051,1051,25,2571,1051,0
2026-04-26 22:42:28,2026-04-26,22:42:28,6532,jbouchar93,jbouchar93_Monsteur_9996,70.81.82.38,UE/v91,user-add,D:/Perforce/20261_NAD_NAND136_N11_Equipe03/NAND124TP3_A/TP5_Modeling/TP5_Modeling/Content/Basic_Scene/Levels/Foliage/SM_Speedtree_ABEAULAC_FoliageType.uasset,"[""D:/Perforce/20261_NAD_NAND136_N11_Equipe03/NAND124TP3_A/TP5_Modeling/TP5_Modeling/Content/Basic_Scene/Levels/Foliage/SM_Speedtree_ABEAULAC_FoliageType.uasset""]",1,20261_NAD_NAND136_N11_Equipe03,uasset,715.0,425,11,11,0,0,6,423,424,5,2530,423,0
2026-04-26 22:53:26,2026-04-26,22:53:26,8864,rfontaine3,Synthese_ProjetDarling,76.69.208.33,UE/v91,user-edit,D:/Perforce_Synthese/Projet_Unreal/TheWall_Darling/Content/Darling_TheWall/Sequence/V2_3_LvlSequencer_18B2.uasset,"[""D:/Perforce_Synthese/Projet_Unreal/TheWall_Darling/Content/Darling_TheWall/Sequence/V2_3_LvlSequencer_18B2.uasset""]",1,Perforce_Synthese,uasset,57.9,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:44:13,2026-04-26,22:44:13,12204,esanhueza,hdd_workspace,192.222.185.180,UE/v91,user-add,D:/Perforce/20261_NAD_NAND124_TP2-SC-G/scene_cinematique/Content/Basic_Scene/VFX/Shockwave/M_Spark1.uasset,"[""D:/Perforce/20261_NAD_NAND124_TP2-SC-G/scene_cinematique/Content/Basic_Scene/VFX/Shockwave/M_Spark1.uasset""]",1,20261_NAD_NAND124_TP2-SC-G,uasset,610.0,282,11,11,0,0,5,2,3,3,30,2,0
2026-04-26 22:46:46,2026-04-26,22:46:46,12308,alecuyer1,DOLLHOUSE,24.202.175.140,UE/v91,user-edit,E:/DOLLHOUSE/20253_NAD_NAND302_Dollhouse/NEW/Dollhouse/Content/Sequences/Cinematics/LS_PulleyChandelier.uasset E:/DOLLHOUSE/20253_NAD_NAND302_Dollhouse/NEW/Dollhouse/Content/Levels/SubLevels/SubLVL_LevelArt.umap,"[""E:/DOLLHOUSE/20253_NAD_NAND302_Dollhouse/NEW/Dollhouse/Content/Sequences/Cinematics/LS_PulleyChandelier.uasset"",""E:/DOLLHOUSE/20253_NAD_NAND302_Dollhouse/NEW/Dollhouse/Content/Levels/SubLevels/SubLVL_LevelArt.umap""]",2,20253_NAD_NAND302_Dollhouse,"[""uasset"",""umap""]",457.0,181,11,11,0,0,5,182,182,7,2534,182,0
2026-04-26 22:46:58,2026-04-26,22:46:58,15700,friotte,friotte_flo_5301,74.15.140.192,P4V/NTX64/2025.4/2881463/v99,user-sync,//20261_8INF849_VR_INTERACTIONS_ETA/dev-projet/...#head,"[""//20261_8INF849_VR_INTERACTIONS_ETA/dev-projet/...#head""]",1,20261_8INF849_VR_INTERACTIONS_ETA,,446.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:35:09,2026-04-26,22:35:09,14512,wcoppo,wcoppo_DESKTOP-K82G4G0_9976,76.71.207.43,P4V/NTX64/2025.3/2828229/v98,user-sync,c:\wcoppo_DESKTOP-K82G4G0_9976\...#head,"[""c:\\wcoppo_DESKTOP-K82G4G0_9976\\...#head""]",1,wcoppo_DESKTOP-K82G4G0_9976,,1154.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:33:01,2026-04-26,22:33:01,8784,jlachance7,Workspace_Home,69.158.63.10,UE/v91,user-edit,S:/RootPerforce/Cinematique/CinematiqueSonara/Content/Niveau/Sub_Lighting.umap,"[""S:/RootPerforce/Cinematique/CinematiqueSonara/Content/Niveau/Sub_Lighting.umap""]",1,RootPerforce,umap,1282.0,1090,11,11,0,0,21,1082,1102,19,2551,1082,0
2026-04-26 22:46:17,2026-04-26,22:46:17,13960,hmartin3,Synthese_Peau_d_ane,23.233.155.5,Helix P4V/NTX64/2025.1/2742992/v97,user-sync,-f //20253_NAD_NAND302_Opale/06_Alembic/SQ01/SQ01_marv/SQ01_SH0020_dress.abc#1,"[""//20253_NAD_NAND302_Opale/06_Alembic/SQ01/SQ01_marv/SQ01_SH0020_dress.abc#1""]",1,20253_NAD_NAND302_Opale,abc,487.0,1363,10,10,0,0,24,1352,1378,29,2567,1352,0
2026-04-26 22:45:19,2026-04-26,22:45:19,14016,etardif4,etower_tp5_design,72.136.118.120,P4V/NTX64/2025.3/2828229/v98,user-add,-f -I -n c:\Users\emile\Desktop\Perforce\etower_tp5_design\20261_NAD_NAND158_TP5\TP5\Team1\BuildFinal\ReadMe.txt,"[""c:\\Users\\emile\\Desktop\\Perforce\\etower_tp5_design\\20261_NAD_NAND158_TP5\\TP5\\Team1\\BuildFinal\\ReadMe.txt""]",1,20261_NAD_NAND158_TP5,txt,545.0,576,11,11,0,0,9,2,3,15,2547,2,0
2026-04-26 22:39:45,2026-04-26,22:39:45,8668,gpronovost,TheHof_EnviroAvance,76.69.208.33,Helix P4V/NTX64/2024.3/2656785/v96,user-sync,d:\Travaux_UQAC_Session6\Enviro_Advanced\Projet_Session\...#head,"[""d:\\Travaux_UQAC_Session6\\Enviro_Advanced\\Projet_Session\\...#head""]",1,Travaux_UQAC_Session6,,878.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:48:26,2026-04-26,22:48:26,13440,etardif4,etower_tp5_design,72.136.118.120,P4V/NTX64/2025.3/2828229/v98,user-add,-f -I -n c:\Users\emile\Desktop\Perforce\etower_tp5_design\20261_NAD_NAND158_TP5\TP5\Team1\BuildFinal\ReadMe.txt,"[""c:\\Users\\emile\\Desktop\\Perforce\\etower_tp5_design\\20261_NAD_NAND158_TP5\\TP5\\Team1\\BuildFinal\\ReadMe.txt""]",1,20261_NAD_NAND158_TP5,txt,357.0,693,13,14,0,0,8,2,3,6,15,2,0
2026-04-26 22:51:25,2026-04-26,22:51:25,11492,jfbeaurega,jfbeaurega_N6-202-03_8771,109.231.105.225,UE/v91,user-edit,D:/Perforce1/20261_NAD_NAND169_N12_Sandbox/TP4/ScoopSquad_BrainFreezeBattle/BrainFreezeBattle/Content/Maps/GYM/Lvl_GymJFB.umap D:/Perforce1/20261_NAD_NAND169_N12_Sandbox/TP4/ScoopSquad_BrainFreezeBattle/BrainFreezeBattle/Content/Assets/Enviro/SM_PoolBottom_01.uasset D:/Perforce1/20261_NAD_NAND169_N12_Sandbox/TP4/ScoopSquad_BrainFreezeBattle/BrainFreezeBattle/Content/Assets/Enviro/SM_PoolBottom_02.uasset,"[""D:/Perforce1/20261_NAD_NAND169_N12_Sandbox/TP4/ScoopSquad_BrainFreezeBattle/BrainFreezeBattle/Content/Maps/GYM/Lvl_GymJFB.umap"",""D:/Perforce1/20261_NAD_NAND169_N12_Sandbox/TP4/ScoopSquad_BrainFreezeBattle/BrainFreezeBattle/Content/Assets/Enviro/SM_PoolBottom_01.uasset"",""D:/Perforce1/20261_NAD_NAND169_N12_Sandbox/TP4/ScoopSquad_BrainFreezeBattle/BrainFreezeBattle/Content/Assets/Enviro/SM_PoolBottom_02.uasset""]",3,20261_NAD_NAND169_N12_Sandbox,"[""umap"",""uasset""]",179.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:48:55,2026-04-26,22:48:55,9748,ajvilliard,ajvilliard_bromontnew,142.116.223.170,P4V/NTX64/2025.2/2796382/v98,user-sync,-n d:\newPerforce\20261_NAD_NAND204_Eclairage\Projets\Projet 04\...,"[""d:\\newPerforce\\20261_NAD_NAND204_Eclairage\\Projets\\Projet 04\\...""]",1,20261_NAD_NAND204_Eclairage,,329.0,496,11,11,0,0,61,2,3,143,2729,2,0
2026-04-26 22:50:47,2026-04-26,22:50:47,5472,tbisagni,CardsParty_Dev,74.59.92.112,P4V/NTX64/2025.2/2796382/v98,user-sync,d:\UnrealEngine\JeuxUQAC\H26\INF916coursLucas\CardsParty_Dev\...#head,"[""d:\\UnrealEngine\\JeuxUQAC\\H26\\INF916coursLucas\\CardsParty_Dev\\...#head""]",1,UnrealEngine,,218.0,.578,14,14,0,0,28,3,6,31,44,3,0
2026-04-26 22:45:53,2026-04-26,22:45:53,15892,mblanche2,S2_Cinematique_tp3,76.71.247.190,P4V/NTX64/2025.4/2871449/v99,user-sync,d:\s2\cinem\TP3\20261_NAD_NAND124_TP2-SC-G\...#head,"[""d:\\s2\\cinem\\TP3\\20261_NAD_NAND124_TP2-SC-G\\...#head""]",1,20261_NAD_NAND124_TP2-SC-G,,511.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:46:25,2026-04-26,22:46:25,14696,wcoppo,wcoppo_DESKTOP-K82G4G0_9976,76.71.207.43,P4V/NTX64/2025.3/2828229/v98,user-sync,c:\wcoppo_DESKTOP-K82G4G0_9976\...#head,"[""c:\\wcoppo_DESKTOP-K82G4G0_9976\\...#head""]",1,wcoppo_DESKTOP-K82G4G0_9976,,479.0,218,14,14,0,0,20,216,224,24,6434,216,0
2026-04-26 22:44:50,2026-04-26,22:44:50,5184,wcoppo,wcoppo_DESKTOP-K82G4G0_9976,76.71.207.43,P4V/NTX64/2025.3/2828229/v98,user-sync,c:\wcoppo_DESKTOP-K82G4G0_9976\...#head,"[""c:\\wcoppo_DESKTOP-K82G4G0_9976\\...#head""]",1,wcoppo_DESKTOP-K82G4G0_9976,,575.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:48:34,2026-04-26,22:48:34,14084,etardif4,etower_tp5_design,72.136.118.120,P4V/NTX64/2025.3/2828229/v98,user-add,-f -I -n c:\Users\emile\Desktop\Perforce\etower_tp5_design\20261_NAD_NAND158_TP5\TP5\Team1\BuildFinal\ReadMe.txt,"[""c:\\Users\\emile\\Desktop\\Perforce\\etower_tp5_design\\20261_NAD_NAND158_TP5\\TP5\\Team1\\BuildFinal\\ReadMe.txt""]",1,20261_NAD_NAND158_TP5,txt,350.0,,,,0,0,0,0,0,0,0,0,0
2026-04-26 22:44:31,2026-04-26,22:44:31,8348,wcoppo,wcoppo_DESKTOP-K82G4G0_9976,76.71.207.43,P4V/NTX64/2025.3/2828229/v98,user-sync,c:\wcoppo_DESKTOP-K82G4G0_9976\20261_NAD_NAND158_TP5\...#head,"[""c:\\wcoppo_DESKTOP-K82G4G0_9976\\20261_NAD_NAND158_TP5\\...#head""]",1,20261_NAD_NAND158_TP5,,593.0,.328,13,13,0,0,6,2,3,6,10,2,0
2026-04-26 22:52:06,2026-04-26,22:52:06,15868,jcgibanez,Cinematique_Modeling,144.172.223.228,P4V/NTX64/2025.4/2871449/v99,user-submit,-f submitunchanged -i,[],0,,,138.0,.281,11,11,0,0,6,2,3,18,29,2,0
2026-04-26 22:51:42,2026-04-26,22:51:42,14432,plapierre2,Flottant_Home,74.59.163.30,Helix P4V/NTX64/2024.3/2649657/v96,user-submit,--parallel=0 -f submitunchanged -i,[],0,,,163.0,.328,11,11,0,0,9,2,3,15,29,2,0
